PuzzleId,FEN,Moves,Rating,Themes
19IFT,2rqrnk1/pb2bp2/1p2P2Q/3p4/3P4/3B1N1P/P4PP1/R4RK1 b - - 0 20,f7e6 f3e5 e7f6 d3h7 f8h7 h6g6 f6g7 g6f7 g8h8 e5g6,2316,"['exposedKing' 'fork' 'mate' 'mateIn5' 'middlegame' 'quietMove'
 'sacrifice' 'veryLong']"
19Q0e,5rk1/p5p1/1pNR1b1p/5p1Q/3P1r2/6RP/6PK/q7 b - - 0 30,f4f1 g3g7 f6g7 c6e7 g8h7 d6h6 g7h6 h5g6 h7h8 g6h6,2325,"['deflection' 'master' 'masterVsMaster' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
19ebc,4r2k/p1Q4p/8/3N1p2/p7/3b2P1/1b2q1BP/1R1R3K w - - 4 35,d1e1 e2e1 b1e1 e8e1 g2f1 d3e4 h1g1 b2d4 d5e3 d4e3,1773,['fork' 'mate' 'mateIn5' 'middlegame' 'pin' 'veryLong']
1Ajmg,1N4k1/p7/6pp/3P4/1q2p1P1/2b1P2P/PnP1Q3/2KR1R2 w - - 0 24,e2a6 b2d3 d1d3 b4b2 c1d1 b2b1 d1e2 b1c2 d3d2 c2d2,1808,"['clearance' 'deflection' 'fork' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
1BK7S,3r1q2/ppp2pkp/2n3p1/6Q1/4N2N/1P6/P1b2PPP/4R1K1 b - - 1 20,f8b4 h4f5 g7g8 g5d8 c6d8 e4f6 g8h8 e1e8 b4f8 e8f8,2495,['fork' 'mate' 'mateIn5' 'middlegame' 'pin' 'sacrifice' 'veryLong']
1BUvq,7R/2knp3/p2p1b2/1P6/2QP1Pb1/4P1q1/PP6/2K5 b - - 3 30,c7b6 c4c6 b6a5 c6a6 a5b4 a6a3 b4b5 a3b3 b5c6 h8c8,2082,['endgame' 'mate' 'mateIn5' 'veryLong']
1BimL,r1b1k2r/1p1pbNpp/p1n2p2/2p5/P1Bp4/8/1PPB1PPP/R3R1K1 b kq - 1 16,h8f8 e1e7 e8e7 a1e1 c6e5 e1e5 f6e5 d2g5 e7e8 f7d6,2420,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
1D4hb,r5k1/3RNRpp/4pb2/1qP1Np2/8/7P/p4PP1/6K1 b - - 1 36,g8h8 f7f8 a8f8 e5f7 f8f7 d7d8 b5e8 d8e8 f7f8 e8f8,2433,['backRankMate' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
1Dieg,r7/1k2b1p1/2p3P1/3nQ2p/2NP4/2p5/B5q1/1K1R1R2 w - - 1 32,a2b3 c3c2 b3c2 d5c3 b1c1 a8a1 c1b2 a1a2 b2c3 g2c2,2296,"['advancedPawn' 'exposedKing' 'fork' 'mate' 'mateIn5' 'middlegame'
 'veryLong']"
1FNVC,1r3r1k/3b3B/p2p4/1p1P4/2nQ3B/qP6/2P3P1/1K5R b - - 0 31,h8h7 h4g5 h7g6 h1h6 g6g5 d4h4 g5f5 h6h5 f5g6 h4g5 g6f7 h5h7 f7e8 g5e7,2714,"['discoveredAttack' 'exposedKing' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
1GIT5,4r2k/p1p3R1/4r2P/5p2/2N2Q2/5P1q/PPP5/R5K1 w - - 5 35,f4d4 e6e1 a1e1 e8e1 g1f2 e1f1 f2e3 h3f3 e3d2 f1d1,2433,['exposedKing' 'mate' 'mateIn5' 'middlegame' 'veryLong']
1GsHc,3R2bk/1p2N1p1/p4r1p/7Q/2n1B3/7P/P5PK/4q3 b - - 9 33,e1e4 d8g8 h8h7 g8h8 h7h8 h5e8 f6f8 e8f8 h8h7 f8g8,1763,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
1H92i,5rk1/1pp4p/6pP/2pqp3/6Q1/8/2P2PP1/3R2K1 b - - 1 24,d5c6 g4c4 g8h8 c4f7 f8f7 d1d8 c6e8 d8e8 f7f8 e8f8,2243,['endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
1I3as,8/1p5k/2qPQ1np/p5p1/5r2/2B4P/5P2/4R1K1 b - - 2 40,g6h4 e6e7 h7g6 e1e6 g6h5 e6h6 h5h6 e7g7 h6h5 g7h7,2222,['attraction' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
1IKZh,8/2k4P/p2p4/1ppP4/K1P5/1P6/P6Q/2q5 w - - 0 55,c4b5 a6b5 a4b5 c1f1 b5a5 c7b7 h2d6 f1e1 a5a4 e1b4,2620,['attraction' 'endgame' 'mate' 'mateIn5' 'queenEndgame' 'veryLong']
1JlV1,7k/7p/3K2PP/8/b7/7n/1p6/1B6 b - - 0 58,h3g5 g6g7 h8g8 b1a2 a4b3 a2b3 g5f7 d6e7 b2b1q b3f7,1954,['advancedPawn' 'endgame' 'master' 'mate' 'mateIn5' 'pin' 'veryLong']
1K2dt,5rk1/pR1Q1ppp/q2p1b2/2pPp3/4P3/3P2PB/5P1P/6K1 b - - 3 23,a6d3 d7f7 f8f7 b7b8 f6d8 b8d8 f7f8 h3e6 g8h8 d8f8,1638,"['backRankMate' 'deflection' 'endgame' 'master' 'mate' 'mateIn5'
 'sacrifice' 'veryLong']"
1LIKT,5rk1/p5pp/1pRNp3/3b4/1P4QP/q7/3B1PP1/6K1 b - - 0 26,d5c6 g4e6 g8h8 d6f7 f8f7 e6c8 c6e8 c8e8 f7f8 e8f8,1984,['endgame' 'fork' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
1LRYA,8/7p/5ppk/1p6/1NpPbQ1P/6P1/4KP2/1q6 b - - 18 54,g6g5 f4f6 e4g6 h4g5 h6h5 f6f3 h5g5 f3f4 g5h5 f4h4,2186,['endgame' 'master' 'masterVsMaster' 'mate' 'mateIn5' 'veryLong']
1LTmC,4r2k/1pp2qr1/p2p4/3P4/2PQ4/1P3bPp/P6P/1RN2RK1 w - - 0 37,d4d3 g7g3 h2g3 h3h2 g1h2 f7h5 h2g1 h5h1 g1f2 h1g2,1867,"['advancedPawn' 'attraction' 'kingsideAttack' 'mate' 'mateIn5'
 'middlegame' 'sacrifice' 'veryLong']"
1MLCD,2q3k1/4Q3/6p1/2p4p/P7/2r3Nb/5P2/3RR1K1 w - - 2 32,g3e4 c8g4 e4g3 c3g3 g1h2 g3g2 h2h1 g2h2 h1h2 g4g2,1491,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
1MMYd,4k3/p2n1pp1/2Q1p3/2Pp4/3P2P1/2NKB1q1/P5r1/R4B1r w - - 0 21,a1b1 g3e3 d3e3 h1h3 e3f4 g7g5 f4g5 f7f6 g5f4 g2f2,2636,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
1OFoT,rnb2rk1/1pppRppp/1p6/7Q/5B2/8/PPq3PP/5R1K b - - 1 16,c2d3 h5f7 f8f7 e7e8 f7f8 e8f8 g8f8 f4d6 f8g8 f1f8,1887,"['attraction' 'doubleCheck' 'fork' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
1OUMW,5k1r/p2Q1p1p/4p1p1/3P4/2r2P2/4B1Pq/PP5P/6K1 b - - 0 27,c4c2 d7d8 f8g7 e3d4 e6e5 d4e5 f7f6 d8f6 g7g8 f6g7,1932,['endgame' 'mate' 'mateIn5' 'veryLong']
1PB4f,4Q3/1p1r1kp1/p7/8/P4nP1/5P1P/1P1q4/4R2K b - - 5 36,f7f6 e8e5 f6g6 e5f5 g6h6 g4g5 h6h5 f5h7 h5g5 e1e5 g5f6 h7f5,2623,['endgame' 'exposedKing' 'mate' 'mateIn5' 'veryLong']
1PZRu,3R4/5pk1/3P2p1/p1pb2Kp/5P2/2PB2P1/3Q3P/4r1q1 w - - 4 32,d3g6 g1g3 h2g3 f7f6 g5h5 d5f3 g3g4 e1h1 d2h2 h1h2,2708,['endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
1PeJy,Q7/p1q2pk1/3Np2p/p3P1n1/3P1RK1/6P1/7r/8 b - - 1 33,c7c2 d6e8 g7g6 f4f6 g6h7 f6f7 g5f7 e8f6 h7g6 a8g8,1790,['deflection' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
1R0lf,8/5pp1/1bR1p1k1/4P1N1/2p2PK1/1r1p4/6P1/8 b - - 1 36,d3d2 f4f5 g6h6 g5f7 h6h7 f7g5 h7h8 c6c8 b6d8 c8d8,1835,"['deflection' 'endgame' 'exposedKing' 'master' 'mate' 'mateIn5' 'pin'
 'veryLong']"
1R8QO,1k1r1b1r/Npp1p1pp/p4n2/2N5/2b5/P2nBP2/1P4PP/2RR2K1 b - - 5 21,d3c1 a7c6 b7c6 d1d8 b8a7 c5b3 c6c5 e3c5 a7b7 b3a5,2715,"['discoveredAttack' 'mate' 'mateIn5' 'middlegame' 'queensideAttack'
 'veryLong']"
1SBIw,2k4r/p1q2pp1/2pbp3/6p1/P1BP4/2P2Q1r/5P2/1RB2RK1 w - - 0 24,f3e4 d6h2 g1g2 h3g3 f2g3 c7g3 g2h1 h2g1 e4h7 h8h7,1915,"['discoveredAttack' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
1Sgv3,6k1/6b1/6QB/1p1pq2p/1P1n4/P4PP1/7P/1B5K w - - 5 46,h6g7 e5e1 h1g2 e1e2 g2h3 e2f1 h3h4 d4f3 h4h5 f1h3,1512,['endgame' 'mate' 'mateIn5' 'veryLong']
1SiCX,2r3k1/5ppp/2P1p1b1/1p2B3/5QR1/3r4/5RPK/3q4 b - - 4 41,c8c6 f4f7 g6f7 g4g7 g8f8 g7f7 f8e8 f7f8 e8d7 f2f7,2286,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
1Tmdn,1k2r3/p1p3pp/b2b4/6B1/8/1q6/PPP1N1PP/4RK1R w - - 0 23,a2b3 e8f8 f1g1 d6c5 e2d4 c5d4 g5e3 d4e3 e1e3 f8f1,1730,['mate' 'mateIn5' 'middlegame' 'veryLong']
1UO6H,r3rk2/6bQ/3p1pP1/p1pb4/8/3Pq3/7K/5R1R b - - 1 35,d5h1 f1f6 f8e7 h7g7 e7d8 f6d6 d8c8 g7d7 c8b8 d6b6 h1b7 d7b7,1625,['deflection' 'exposedKing' 'mate' 'mateIn5' 'middlegame' 'veryLong']
1UQPP,4r1k1/ppp1rppp/2P5/2b5/5p2/2N2P1q/PPP1B2P/R1BQR1K1 w - - 3 19,g1h1 e7e2 e1e2 h3f3 e2g2 f3d1 c3d1 e8e1 g2g1 e1g1,1945,['capturingDefender' 'mate' 'mateIn5' 'middlegame' 'veryLong']
1UjTV,7Q/R7/R5p1/1p1p2kp/6r1/2P2nP1/5PK1/6q1 w - - 11 41,g2f3 g1h1 f3e2 g4e4 e2d2 h1e1 d2c2 e4e2 c2b3 e1b1 b3a3 e2a2,2013,['endgame' 'mate' 'mateIn5' 'veryLong']
1VPII,r2q1r2/3n1pk1/p2pp1p1/1p4Nn/3P2P1/3B4/PPPQ1P2/2K4R b - - 0 17,h5f6 g5e6 f7e6 d2h6 g7f7 d3g6 f7e7 h6g7 f8f7 g7f7,2170,['clearance' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
1WbmU,4r2r/1k4p1/1pb1qp2/4p2p/1Q1b3P/6P1/3B3K/RR6 b - - 7 36,d4a1 b4b6 b7c8 b6b8 c8d7 b1b7 c6b7 b8b7 d7d8 d2a5 e6b6 a5b6,2591,['mate' 'mateIn5' 'middlegame' 'veryLong']
1XaNF,1k1r3r/1p2pp1p/Q3b1pn/R3P3/3qP3/8/6PP/1R5K b - - 1 26,d4e4 a6a8 b8c7 b1b7 e4b7 a5c5 c7d7 a8a4 b7c6 a4c6,2799,['mate' 'mateIn5' 'middlegame' 'queensideAttack' 'sacrifice' 'veryLong']
1XuLc,1nb2rk1/3n1ppp/pp1PP3/1qpB4/8/2B5/3Q2PP/5RK1 b - - 0 24,f7e6 d5e6 g8h8 c3g7 h8g7 d2g5 g7h8 f1f8 d7f8 g5e5,2233,"['attraction' 'deflection' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'veryLong']"
1bPmj,3R1r2/5P1k/5Qp1/p2p3p/1p1P2r1/3qP1p1/PP1B4/5RK1 b - - 5 36,d3d2 f6h8 h7h8 d8f8 h8g7 f8g8 g7h7 g8h8 h7h8 f7f8q h8h7 f1f7,1862,"['advancedPawn' 'attraction' 'endgame' 'mate' 'mateIn5' 'promotion'
 'sacrifice' 'veryLong']"
1cU0f,1k3r2/1pp4r/1b1p2b1/pP1Bp3/P2qP1Q1/3P2K1/8/R4R2 b - - 2 36,g6h5 f1f8 h5e8 f8e8 b8a7 e8a8 a7a8 g4c8 a8a7 c8b7,1824,"['attraction' 'hangingPiece' 'mate' 'mateIn5' 'middlegame'
 'queensideAttack' 'veryLong']"
1dLBs,r1bq3r/pppp2pp/8/4RkN1/3P4/8/PP1b1PPP/R5K1 b - - 1 15,f5f4 g5h3 f4g4 f2f3 g4h4 g2g3 h4h3 e5h5 d8h4 h5h4,2415,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
1eBB6,1k1q2rr/1p3p2/1p1P4/pP2pN2/P2PPnn1/1B2Q1pP/6P1/2R1R1K1 w - - 1 27,h3g4 h8h1 g1h1 g8h8 h1g1 h8h1 g1h1 d8h8 f5h4 h8h4 h1g1 h4h2 g1f1 h2g2,2183,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
1fWoP,r5k1/5ppp/p1b1p3/q1p1P1P1/2P1r3/5Q2/P5PP/1RB2R1K b - - 2 24,a8f8 f3f7 f8f7 b1b8 a5d8 b8d8 c6e8 d8e8 f7f8 f1f8,1559,['kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
1fetJ,1r4kb/p2QBp1p/2p3pP/3pP1N1/3P4/3R3R/1rPK1PP1/5q2 w - - 3 24,h3f3 b2c2 d2c2 f1b1 c2d2 b8b2 d2e3 b1c1 d3d2 c1d2,1932,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
1hLbx,r1b2r1k/pp4pp/3N1b2/3Q1p2/7P/1Pq3P1/P3B3/3R1K1R b - - 1 22,c3c6 d6f7 f8f7 d5d8 f6d8 d1d8 c6e8 d8e8 f7f8 e8f8,1592,"['backRankMate' 'clearance' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
1ha5A,2k5/pp1bq3/2p3rp/5p2/3Qp3/1BP1Ppb1/PP3P1K/3R2R1 w - - 0 28,g1g3 e7h4 h2g1 g6g3 f2g3 h4g3 g1f1 g3g2 f1e1 g2e2,1271,['deflection' 'exposedKing' 'mate' 'mateIn5' 'middlegame' 'veryLong']
1hlow,5bk1/Q4pp1/2P2q1p/3Bp3/4P3/8/2r2PPP/5RK1 w - - 1 30,a7a4 f6f2 f1f2 c2c1 f2f1 f8c5 a4d4 c5d4 g1h1 c1f1,1639,['backRankMate' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
1i6Ic,8/1R5p/4pBpk/3p4/7P/4nKP1/3q1P2/8 b - - 2 41,e3c4 f6g7 h6h5 g3g4 h5h4 g7f6 h4h3 b7h7 d2h6 h7h6,2249,['discoveredAttack' 'endgame' 'mate' 'mateIn5' 'veryLong']
1jUnZ,2r2rk1/3qpp1p/3p4/2p2p1Q/1p2P3/3P1R1P/2P3P1/5R1K b - - 0 25,f7f6 f3g3 g8h8 h5h7 h8h7 f1f4 d7e8 f4h4 e8h5 h4h5,2646,['endgame' 'kingsideAttack' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
1jtFq,3k4/3P1p1r/3K4/p5Pp/2N5/2P5/8/8 b - - 0 51,h7g7 c4e5 g7g6 e5g6 f7g6 c3c4 a5a4 c4c5 a4a3 c5c6 a3a2 c6c7,2008,['advancedPawn' 'endgame' 'mate' 'mateIn5' 'quietMove' 'veryLong']
1kWAB,r6r/pppk1Q2/1b1p4/8/4P1p1/3p2q1/PPP3P1/R2K1R2 b - - 4 25,d7c6 f7d5 c6d7 f1f7 d7d8 d5g5 d8c8 g5f5 c8b8 f7f8 h8f8 f5f8,1959,['backRankMate' 'mate' 'mateIn5' 'middlegame' 'veryLong']
1l2rv,5k1K/8/7P/1p6/8/P7/8/8 w - - 3 75,h6h7 f8f7 a3a4 b5b4 a4a5 b4b3 a5a6 b3b2 a6a7 b2b1q a7a8q b1b2,1777,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'quietMove' 'veryLong' 'zugzwang']"
1mNtd,6k1/7P/p5K1/1p6/1P6/8/8/8 b - - 0 62,g8h8 g6h6 a6a5 b4a5 b5b4 a5a6 b4b3 a6a7 b3b2 a7a8q,1223,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'veryLong']"
1nx31,1n1r1r1k/p5pp/3RQb2/1qp1N3/8/8/P4PPP/3R2K1 b - - 0 28,d8d6 e5f7 f8f7 e6c8 f6d8 c8d8 d6d8 d1d8 b5e8 d8e8 f7f8 e8f8,2280,"['backRankMate' 'fork' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong' 'xRayAttack']"
1pE1f,7k/p5pB/bp2p3/n2p2NQ/3P4/1KP5/PP3qPP/8 w - - 11 28,b3a3 a5c4 a3a4 b6b5 a4b4 f2b2 b4c5 b2a3 c5c6 a3d6,2136,['endgame' 'exposedKing' 'mate' 'mateIn5' 'veryLong']
1pHCF,2kr4/Q1p1b3/1p4p1/4q3/6b1/3PB3/PPP2RPP/RN4K1 w - - 2 21,e3f4 e5e1 f2f1 e7c5 d3d4 c5d4 f4e3 d4e3 g1h1 e1f1,1057,['kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'veryLong']
1rZM7,8/8/6p1/p6p/k1K4P/Pp4P1/1P6/8 b - - 0 43,g6g5 h4g5 h5h4 g5g6 h4h3 g6g7 h3h2 g7g8q h2h1q g8e8 h1c6 e8c6,2166,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'veryLong']"
1rnaJ,8/R5k1/6P1/2p2K2/2r2P2/8/3p4/8 b - - 3 52,g7f8 g6g7 f8g8 f5g6 c4a4 a7a4 d2d1q a4a8 d1d8 a8d8,1974,"['advancedPawn' 'endgame' 'exposedKing' 'master' 'mate' 'mateIn5'
 'rookEndgame' 'veryLong']"
1rsTO,2k5/1pp1q3/pb1pp1p1/8/3P2Qr/1PN5/1PP3P1/R4RK1 w - - 3 25,g4g6 b6d4 f1f2 h4h1 g1h1 e7h4 h1g1 h4f2 g1h2 f2h4,1844,"['attraction' 'fork' 'mate' 'mateIn5' 'middlegame' 'pin' 'sacrifice'
 'veryLong']"
1s7Iv,rnbq1rk1/ppp3pp/5n2/8/4P2N/2P5/PP1P1R1p/RNBQ3K b - - 2 12,f6e4 d1b3 g8h8 h4g6 h7g6 f2h2 c8h3 h2h3 d8h4 h3h4,2001,['kingsideAttack' 'mate' 'mateIn5' 'opening' 'sacrifice' 'veryLong']
1sMjh,r5k1/1p1b1pP1/2p2nNB/4pP1P/3pB2K/8/8/8 b - - 2 36,a8a3 g6e7 g8h7 g7g8q f6g8 f5f6 d7f5 e4f5 h7h6 e7g8,1292,"['advancedPawn' 'discoveredAttack' 'endgame' 'mate' 'mateIn5' 'promotion'
 'veryLong']"
1swa6,2k4r/p1p2pp1/2pq2r1/2b5/4PPp1/2N3P1/PPPBQ2K/3R1R2 w - - 2 24,h2g2 h8h2 g2h2 g6h6 h2g2 h6h2 g2h2 d6h6 h2g2 h6h3,1797,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
1t04k,r2qnr2/p2bb1pk/1p2pp2/3pP1N1/7P/P1N1P3/1P3PP1/R2QK2R b KQ - 1 15,f6g5 h4g5 h7g8 h1h8 g8h8 d1h5 h8g8 g5g6 e8f6 e5f6 f8f6 h5h7 g8f8 h7h8,2411,"['attraction' 'discoveredAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
1trJj,2k5/R1b2p2/2Q5/3p3p/7q/2P1Pp2/5K2/2BB4 w - - 0 35,f2f1 h4h1 f1f2 h1g2 f2e1 f3f2 e1d2 f2f1q d1e2 f1e2,1711,"['advancedPawn' 'deflection' 'discoveredAttack' 'endgame' 'exposedKing'
 'mate' 'mateIn5' 'promotion' 'veryLong']"
1u4gJ,3r1k2/1bp2p1p/p4p2/1pP5/8/2P1qPQ1/PP2r1PP/RN3R1K w - - 0 20,g3c7 e3f2 c7d8 f8g7 d8h8 g7h8 f1f2 e2e1 f2f1 e1f1,2482,"['backRankMate' 'master' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
1v0jB,r2q1rk1/1p2bpp1/p1n1B3/6P1/1P1P4/2P2Q2/P4PP1/R3K2R b KQ - 0 17,f7e6 h1h8 g8h8 f3h5 h8g8 g5g6 f8f6 h5h7 g8f8 h7h8,2158,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
1vNTJ,3b2k1/Bp1q1ppp/3p4/PP1Pr3/4p3/4PnP1/4BPbP/R2Q1R1K w - - 5 24,h1g2 d7h3 g2h3 e5h5 h3g4 f7f5 g4f4 d8f6 a7d4 f6e5 d4e5 d6e5,2508,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
1vUSi,5r2/1pp3kp/p5p1/8/1Q2p1N1/1P1p1qPK/P4PnP/3R4 b - - 13 31,f3d1 b4d4 g7f7 d4d7 f7g8 g4h6 g8h8 d7d4 f8f6 d4f6,2431,['endgame' 'mate' 'mateIn5' 'veryLong']
1vuFF,7r/1p3pk1/3Q2p1/2pPp2q/2P5/P2PB1Rb/5P1K/6R1 w - - 0 34,g3g5 h3f1 g5h5 h8h5 h2g3 h5h3 g3g4 f7f5 g4g5 h3h5,1993,"['discoveredAttack' 'exposedKing' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
1vvfL,rnb2rk1/p5B1/2p1pp2/4b2R/1P4P1/3B4/2P2PP1/4K2R b K - 0 23,g8g7 h5h7 g7g8 h7h8 g8f7 h1h7 f7e8 d3g6 e8d8 h8f8,1326,['deflection' 'mate' 'mateIn5' 'middlegame' 'veryLong']
1wMMb,1r4q1/2r2p2/b3pPpk/p2pR1NP/2pP1P1Q/8/Pp5P/1R5K b - - 0 30,g6h5 b1g1 c4c3 g5f7 g8f7 h4g5 h6h7 g5h5 f7h5 e5h5,2860,"['clearance' 'deflection' 'mate' 'mateIn5' 'middlegame' 'quietMove'
 'sacrifice' 'veryLong']"
1wTU8,2r5/1R4k1/p3p1pp/3pNp2/3P4/2P1P2P/P1q2PP1/6K1 b - - 2 31,g7f6 b7f7 f6g5 e5f3 g5h5 g2g4 f5g4 h3g4 h5g4 f7f4 g4h5 f4h4,2431,['attraction' 'endgame' 'mate' 'mateIn5' 'veryLong']
1xsEy,5r1k/2p3p1/p2p2p1/1p2n1B1/4B3/2PP3q/PP3KP1/R2QR3 w - - 1 25,e4f3 e5g4 f2g1 h3h2 g1f1 h2h1 f1e2 h1g2 f3g2 f8f2,2544,['deflection' 'mate' 'mateIn5' 'middlegame' 'pin' 'sacrifice' 'veryLong']
1yKYA,2rq2kR/6p1/3bprB1/p2p2p1/1pnP1P2/P1B1P3/1P2Q2P/R5K1 b - - 3 24,g8h8 e2h5 h8g8 h5h7 g8f8 h7h8 f8e7 h8g7 f6f7 g7f7,1250,['deflection' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'veryLong']
1yLPU,r4r2/p5kp/4p1p1/8/3Q1PN1/6KP/P1q3P1/8 b - - 1 31,g7f7 d4d7 f7g8 g4h6 g8h8 d7d4 e6e5 d4e5 f8f6 e5f6,2193,['endgame' 'mate' 'mateIn5' 'veryLong']
1z10j,3q4/8/p2N3p/4P1k1/1n1p1Q2/R2pn1P1/2r4P/6K1 b - - 3 29,g5g6 f4f7 g6g5 d6e4 g5g4 h2h3 g4h3 f7h5 d8h4 h5h4,2438,['attraction' 'mate' 'mateIn5' 'middlegame' 'veryLong']
1zGyY,4r2k/ppb4q/2p4B/4p2Q/4p3/8/PP5P/6RK b - - 3 29,e8g8 g1g8 h7g8 h6g5 h8g7 h5h6 g7f7 h6f6 f7e8 f6e7,1968,['discoveredAttack' 'endgame' 'exposedKing' 'mate' 'mateIn5' 'veryLong']
1zVvF,r1bqk1nB/pp5p/4p1p1/5pP1/2pN1P1Q/bP1Pp3/P1P4P/R3KB1R w KQq - 0 14,h4h7 d8a5 b3b4 a5b4 c2c3 b4c3 e1e2 c3d2 e2f3 d2f2,1868,['exposedKing' 'fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
1zpWA,5r1k/R1R5/1p2K2p/4Pp2/1P3Pp1/P3Q1P1/q7/8 w - - 1 38,e6d7 a2d5 d7e7 f8f7 e7e8 d5e6 c7e7 f7f8 e8f8 e6g8,2376,['attraction' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
1zrpN,5rk1/q1R2ppp/p3p3/1p6/5Q2/1B3PP1/Pb3P2/6K1 b - - 1 22,a7d4 f4f7 f8f7 c7c8 d4d8 c8d8 f7f8 b3e6 g8h8 d8f8,1814,"['backRankMate' 'deflection' 'endgame' 'mate' 'mateIn5' 'pin' 'sacrifice'
 'veryLong']"
20XxT,r1r3k1/5pPp/1n6/q3PN2/1p1p1P2/1Pp4P/P1Q5/1K2B2R b - - 1 29,d4d3 f5h6 g8g7 c2g2 g7f8 g2g8 f8e7 g8f7 e7d8 e1h4,2379,['kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'veryLong']
21P0N,6k1/ppbnrp1b/2p4P/3p2QN/1P1P4/P1Pq1P2/5K2/7R b - - 1 32,g8f8 g5g7 f8e8 g7h8 h7g8 h8g8 d7f8 h5f6 e8d8 g8f8 e7e8 f8e8,1956,['deflection' 'mate' 'mateIn5' 'middlegame' 'veryLong']
22CLt,6k1/5p1p/5PpP/1p3bP1/1Pp2b2/2Pr4/RK2p3/B7 b - - 1 40,e2e1q a2a8 f4b8 a8b8 f5c8 b8c8 d3d8 c8d8 e1e8 d8e8,629,['endgame' 'mate' 'mateIn5' 'veryLong']
22nff,6kr/p4q2/1ppp4/6p1/2PQ1nP1/1P3PK1/P6P/3R1R2 w - - 6 32,d4d6 h8h3 g3f2 h3h2 f2g1 h2g2 g1h1 f7h7 d6h6 h7h6,1722,['deflection' 'endgame' 'mate' 'mateIn5' 'veryLong']
22npO,2rq1rk1/pb1nb1pB/1p2p3/2ppp1P1/3P4/2P1PQ2/PP1N1R1P/R1B3K1 b - - 0 15,g8h7 f3h5 h7g8 g5g6 d7f6 f2f6 f8f6 h5h7 g8f8 h7h8,1682,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
23khH,2k3rr/pbp2p2/1p1p1b2/3P4/P3PBp1/3B1n2/1PP2PP1/R2QR1K1 w - - 1 21,g2f3 g4f3 f4g3 g8g3 f2g3 f6d4 e1e3 d4e3 g1f1 h8h1,1881,"['discoveredAttack' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'veryLong']"
